file_name,A,P,S,n_frames,max_bodies,too_fast_torso,is_interaction
S003C003P015R002A052.skeleton.npy,52,15,3,62,2,False,True
S003C003P016R001A007.skeleton.npy,7,16,3,53,1,False,False
S003C003P016R001A005.skeleton.npy,5,16,3,49,1,False,False
S003C003P015R002A020.skeleton.npy,20,15,3,74,1,True,False
S003C003P015R002A053.skeleton.npy,53,15,3,61,2,False,True
S003C003P015R002A033.skeleton.npy,33,15,3,72,1,False,False
S003C003P015R002A055.skeleton.npy,55,15,3,68,2,True,True
S003C003P015R002A048.skeleton.npy,48,15,3,56,1,False,False
S003C003P016R001A011.skeleton.npy,11,16,3,82,1,False,False
S003C003P015R002A058.skeleton.npy,58,15,3,66,2,False,True
S003C003P016R001A003.skeleton.npy,3,16,3,69,1,False,False
S003C003P016R001A001.skeleton.npy,1,16,3,76,1,False,False
S003C003P015R002A054.skeleton.npy,54,15,3,58,2,False,True
S003C003P016R001A006.skeleton.npy,6,16,3,84,1,True,False
S003C003P016R001A004.skeleton.npy,4,16,3,110,1,False,False
S003C003P016R001A012.skeleton.npy,12,16,3,84,1,False,False
S003C003P015R002A056.skeleton.npy,56,15,3,68,2,False,True
S003C003P015R002A057.skeleton.npy,57,15,3,89,2,False,True
S003C003P016R001A022.skeleton.npy,22,16,3,60,1,False,False
S003C003P016R001A010.skeleton.npy,10,16,3,70,1,False,False
S003C003P016R001A014.skeleton.npy,14,16,3,164,1,False,False
S003C003P016R001A023.skeleton.npy,23,16,3,59,1,False,False
S003C003P016R001A016.skeleton.npy,16,16,3,98,1,False,False
S003C003P016R001A019.skeleton.npy,19,16,3,71,1,False,False
S003C003P016R001A018.skeleton.npy,18,16,3,95,1,False,False
S003C003P015R002A059.skeleton.npy,59,15,3,89,2,False,True
S003C003P016R001A015.skeleton.npy,15,16,3,106,1,False,False
S003C003P016R001A027.skeleton.npy,27,16,3,57,1,False,False
S003C003P016R001A024.skeleton.npy,24,16,3,64,1,False,False
S003C003P016R001A026.skeleton.npy,26,16,3,72,1,False,False
S003C003P016R001A013.skeleton.npy,13,16,3,69,1,False,False
S003C003P016R001A034.skeleton.npy,34,16,3,63,1,False,False
S003C003P016R001A031.skeleton.npy,31,16,3,51,1,False,False
S003C003P016R001A029.skeleton.npy,29,16,3,92,1,False,False
S003C003P015R002A060.skeleton.npy,60,15,3,82,2,False,True
S003C003P016R001A028.skeleton.npy,28,16,3,84,1,False,False
S003C003P016R001A025.skeleton.npy,25,16,3,107,1,False,False
S003C003P016R001A017.skeleton.npy,17,16,3,116,1,False,False
S003C003P016R001A038.skeleton.npy,38,16,3,54,1,False,False
S003C003P016R001A039.skeleton.npy,39,16,3,55,1,False,False
S003C003P016R001A037.skeleton.npy,37,16,3,75,1,False,False
S003C003P016R001A021.skeleton.npy,21,16,3,81,1,True,False
S003C003P016R001A041.skeleton.npy,41,16,3,55,1,False,False
S003C003P016R001A030.skeleton.npy,30,16,3,71,1,False,False
S003C003P016R001A046.skeleton.npy,46,16,3,64,1,False,False
S003C003P016R001A042.skeleton.npy,42,16,3,75,1,False,False
S003C003P016R001A033.skeleton.npy,33,16,3,65,1,False,False
S003C003P016R001A035.skeleton.npy,35,16,3,65,1,True,False
S003C003P016R001A020.skeleton.npy,20,16,3,73,1,True,False
S003C003P016R001A045.skeleton.npy,45,16,3,74,1,False,False
S003C003P016R001A044.skeleton.npy,44,16,3,66,1,False,False
S003C003P016R001A047.skeleton.npy,47,16,3,68,1,False,False
S003C003P016R001A036.skeleton.npy,36,16,3,68,1,False,False
S003C003P016R001A032.skeleton.npy,32,16,3,72,1,False,False
S003C003P016R001A040.skeleton.npy,40,16,3,54,1,False,False
S003C003P016R002A002.skeleton.npy,2,16,3,66,1,False,False
S003C003P016R001A048.skeleton.npy,48,16,3,54,1,False,False
S003C003P016R002A001.skeleton.npy,1,16,3,68,1,False,False
S003C003P016R001A053.skeleton.npy,53,16,3,55,2,False,True
S003C003P016R001A051.skeleton.npy,51,16,3,54,2,False,True
S003C003P016R002A007.skeleton.npy,7,16,3,62,1,False,False
S003C003P016R001A043.skeleton.npy,43,16,3,67,1,True,False
S003C003P016R002A003.skeleton.npy,3,16,3,108,1,False,False
S003C003P016R001A054.skeleton.npy,54,16,3,51,2,False,True
S003C003P016R002A004.skeleton.npy,4,16,3,93,1,False,False
S003C003P016R002A008.skeleton.npy,8,16,3,119,1,False,False
S003C003P016R001A049.skeleton.npy,49,16,3,67,1,False,False
S003C003P016R001A058.skeleton.npy,58,16,3,59,2,False,True
S003C003P016R002A006.skeleton.npy,6,16,3,84,1,False,False
S003C003P016R001A057.skeleton.npy,57,16,3,76,1,False,True
S003C003P016R001A052.skeleton.npy,52,16,3,71,2,False,True
S003C003P016R002A005.skeleton.npy,5,16,3,59,1,False,False
S003C003P016R001A055.skeleton.npy,55,16,3,72,2,True,True
S003C003P016R002A010.skeleton.npy,10,16,3,55,1,False,False
S003C003P016R001A059.skeleton.npy,59,16,3,83,2,False,True
S003C003P016R001A060.skeleton.npy,60,16,3,88,2,False,True
S003C003P016R001A050.skeleton.npy,50,16,3,64,2,False,True
S003C003P016R002A011.skeleton.npy,11,16,3,106,1,False,False
S003C003P016R001A056.skeleton.npy,56,16,3,71,2,False,True
S003C003P016R002A013.skeleton.npy,13,16,3,84,1,False,False
S003C003P016R002A023.skeleton.npy,23,16,3,71,1,False,False
S003C003P016R002A027.skeleton.npy,27,16,3,62,1,False,False
S003C003P016R002A022.skeleton.npy,22,16,3,62,1,False,False
S003C003P016R002A019.skeleton.npy,19,16,3,74,1,False,False
S003C003P016R002A015.skeleton.npy,15,16,3,112,1,False,False
S003C003P016R002A024.skeleton.npy,24,16,3,61,1,False,False
S003C003P016R002A009.skeleton.npy,9,16,3,62,1,True,False
S003C003P016R002A025.skeleton.npy,25,16,3,128,1,False,False
S003C003P016R002A026.skeleton.npy,26,16,3,76,1,False,False
S003C003P016R002A018.skeleton.npy,18,16,3,90,1,False,False
S003C003P016R002A028.skeleton.npy,28,16,3,95,1,False,False
S003C003P016R002A012.skeleton.npy,12,16,3,38,1,True,False
S003C003P016R002A036.skeleton.npy,36,16,3,64,1,False,False
S003C003P016R002A035.skeleton.npy,35,16,3,60,1,False,False
S003C003P016R002A014.skeleton.npy,14,16,3,171,1,False,False
S003C003P016R002A033.skeleton.npy,33,16,3,69,1,False,False
S003C003P016R002A031.skeleton.npy,31,16,3,55,1,False,False
S003C003P016R002A032.skeleton.npy,32,16,3,91,1,False,False
S003C003P016R002A039.skeleton.npy,39,16,3,54,1,False,False
S003C003P016R002A041.skeleton.npy,41,16,3,62,1,False,False
S003C003P016R002A030.skeleton.npy,30,16,3,87,1,False,False
S003C003P016R002A037.skeleton.npy,37,16,3,76,1,False,False
S003C003P016R002A016.skeleton.npy,16,16,3,117,1,True,False
S003C003P016R002A020.skeleton.npy,20,16,3,79,1,True,False
S003C003P016R002A034.skeleton.npy,34,16,3,54,1,False,False
S003C003P016R002A044.skeleton.npy,44,16,3,67,1,False,False
S003C003P016R002A029.skeleton.npy,29,16,3,116,1,False,False
S003C003P016R002A038.skeleton.npy,38,16,3,58,1,False,False
S003C003P016R002A043.skeleton.npy,43,16,3,70,1,False,False
S003C003P016R002A017.skeleton.npy,17,16,3,101,1,True,False
S003C003P016R002A021.skeleton.npy,21,16,3,82,1,True,False
S003C003P016R002A040.skeleton.npy,40,16,3,58,1,False,False
S003C003P016R002A042.skeleton.npy,42,16,3,84,1,False,False
S003C003P016R002A048.skeleton.npy,48,16,3,65,1,False,False
S003C003P016R002A045.skeleton.npy,45,16,3,55,1,False,False
S003C003P016R002A046.skeleton.npy,46,16,3,60,1,False,False
S003C003P016R002A049.skeleton.npy,49,16,3,84,1,False,False
S003C003P017R001A001.skeleton.npy,1,17,3,116,1,False,False
S003C003P017R001A002.skeleton.npy,2,17,3,178,1,False,False
S003C003P016R002A053.skeleton.npy,53,16,3,63,2,False,True
S003C003P016R002A054.skeleton.npy,54,16,3,49,2,False,True
S003C003P017R001A004.skeleton.npy,4,17,3,113,1,False,False
S003C003P016R002A047.skeleton.npy,47,16,3,68,1,False,False
S003C003P016R002A056.skeleton.npy,56,16,3,62,2,False,True
S003C003P017R001A007.skeleton.npy,7,17,3,54,1,False,False
S003C003P017R001A005.skeleton.npy,5,17,3,53,1,False,False
S003C003P016R002A052.skeleton.npy,52,16,3,56,2,False,True
S003C003P017R001A008.skeleton.npy,8,17,3,101,1,False,False
S003C003P016R002A050.skeleton.npy,50,16,3,63,2,False,True
S003C003P016R002A057.skeleton.npy,57,16,3,88,2,False,True
S003C003P017R001A009.skeleton.npy,9,17,3,58,1,False,False
S003C003P016R002A058.skeleton.npy,58,16,3,81,2,False,True
S003C003P016R002A060.skeleton.npy,60,16,3,83,2,False,True
S003C003P017R001A006.skeleton.npy,6,17,3,78,1,False,False
S003C003P016R002A055.skeleton.npy,55,16,3,63,2,False,True
S003C003P016R002A051.skeleton.npy,51,16,3,67,2,False,True
S003C003P017R001A003.skeleton.npy,3,17,3,95,1,False,False
S003C003P016R002A059.skeleton.npy,59,16,3,78,2,False,True
S003C003P017R001A023.skeleton.npy,23,17,3,64,1,False,False
S003C003P017R001A010.skeleton.npy,10,17,3,65,1,False,False
S003C003P017R001A024.skeleton.npy,24,17,3,54,1,False,False
S003C003P017R001A019.skeleton.npy,19,17,3,71,1,False,False
S003C003P017R001A012.skeleton.npy,12,17,3,92,1,False,False
S003C003P017R001A022.skeleton.npy,22,17,3,64,1,False,False
S003C003P017R001A025.skeleton.npy,25,17,3,83,1,False,False
S003C003P017R001A018.skeleton.npy,18,17,3,110,1,False,False
S003C003P017R001A026.skeleton.npy,26,17,3,71,1,False,False
S003C003P017R001A013.skeleton.npy,13,17,3,99,1,False,False
S003C003P017R001A027.skeleton.npy,27,17,3,53,1,False,False
S003C003P017R001A011.skeleton.npy,11,17,3,125,1,False,False
S003C003P017R001A015.skeleton.npy,15,17,3,174,1,False,False
S003C003P017R001A030.skeleton.npy,30,17,3,104,1,False,False
S003C003P017R001A028.skeleton.npy,28,17,3,99,1,False,False
S003C003P017R001A031.skeleton.npy,31,17,3,55,1,False,False
S003C003P017R001A034.skeleton.npy,34,17,3,110,1,False,False
S003C003P017R001A029.skeleton.npy,29,17,3,129,1,False,False
S003C003P017R001A021.skeleton.npy,21,17,3,74,1,True,False
S003C003P017R001A032.skeleton.npy,32,17,3,102,1,False,False
S003C003P017R001A016.skeleton.npy,16,17,3,173,1,True,False
S003C003P017R001A014.skeleton.npy,14,17,3,152,1,True,False
S003C003P017R001A040.skeleton.npy,40,17,3,51,1,False,False
S003C003P017R001A044.skeleton.npy,44,17,3,67,1,False,False
S003C003P017R001A020.skeleton.npy,20,17,3,92,1,True,False
S003C003P017R001A046.skeleton.npy,46,17,3,100,1,False,False
S003C003P017R001A033.skeleton.npy,33,17,3,93,1,False,False
S003C003P017R001A039.skeleton.npy,39,17,3,62,1,False,False
S003C003P017R001A037.skeleton.npy,37,17,3,83,1,False,False
S003C003P017R001A017.skeleton.npy,17,17,3,113,1,True,False
S003C003P017R001A041.skeleton.npy,41,17,3,56,1,False,False
S003C003P017R001A038.skeleton.npy,38,17,3,69,1,False,False
S003C003P017R001A036.skeleton.npy,36,17,3,70,1,False,False
S003C003P017R001A043.skeleton.npy,43,17,3,54,1,False,False
S003C003P017R001A042.skeleton.npy,42,17,3,108,1,False,False
S003C003P017R001A045.skeleton.npy,45,17,3,54,1,False,False
S003C003P017R001A035.skeleton.npy,35,17,3,64,1,True,False
S003C003P017R001A047.skeleton.npy,47,17,3,73,1,False,False
S003C003P017R001A054.skeleton.npy,54,17,3,42,2,False,True
S003C003P017R001A048.skeleton.npy,48,17,3,71,1,False,False
S003C003P017R001A049.skeleton.npy,49,17,3,86,1,False,False
S003C003P017R001A050.skeleton.npy,50,17,3,51,2,False,True
S003C003P017R002A002.skeleton.npy,2,17,3,80,1,False,False
S003C003P017R001A052.skeleton.npy,52,17,3,52,2,False,True
S003C003P017R001A051.skeleton.npy,51,17,3,63,2,False,True
S003C003P017R002A007.skeleton.npy,7,17,3,65,1,False,False
S003C003P017R002A005.skeleton.npy,5,17,3,75,1,False,False
S003C003P017R002A008.skeleton.npy,8,17,3,77,1,False,False
S003C003P017R001A058.skeleton.npy,58,17,3,57,2,False,True
S003C003P017R001A053.skeleton.npy,53,17,3,62,2,False,True
S003C003P017R002A001.skeleton.npy,1,17,3,115,1,False,False
S003C003P017R002A004.skeleton.npy,4,17,3,99,1,False,False
S003C003P017R002A006.skeleton.npy,6,17,3,80,1,False,False
S003C003P017R001A055.skeleton.npy,55,17,3,76,2,False,True
S003C003P017R002A003.skeleton.npy,3,17,3,85,1,False,False
S003C003P017R002A009.skeleton.npy,9,17,3,67,1,False,False
S003C003P017R002A010.skeleton.npy,10,17,3,62,1,False,False
S003C003P017R001A056.skeleton.npy,56,17,3,67,2,False,True
S003C003P017R002A012.skeleton.npy,12,17,3,99,1,False,False
S003C003P017R002A015.skeleton.npy,15,17,3,133,1,False,False
S003C003P017R001A060.skeleton.npy,60,17,3,68,2,True,True
S003C003P017R002A022.skeleton.npy,22,17,3,65,1,False,False
S003C003P017R002A019.skeleton.npy,19,17,3,87,1,False,False
S003C003P017R002A013.skeleton.npy,13,17,3,81,1,False,False
S003C003P017R001A059.skeleton.npy,59,17,3,76,1,False,True
S003C003P017R001A057.skeleton.npy,57,17,3,95,2,False,True
S003C003P017R002A024.skeleton.npy,24,17,3,63,1,False,False
S003C003P017R002A031.skeleton.npy,31,17,3,51,1,False,False
S003C003P017R002A018.skeleton.npy,18,17,3,114,1,False,False
S003C003P017R002A020.skeleton.npy,20,17,3,105,1,False,False
S003C003P017R002A011.skeleton.npy,11,17,3,120,1,False,False
S003C003P017R002A025.skeleton.npy,25,17,3,107,1,False,False
S003C003P017R002A034.skeleton.npy,34,17,3,63,1,False,False
S003C003P017R002A023.skeleton.npy,23,17,3,70,1,False,False
S003C003P017R002A040.skeleton.npy,40,17,3,52,1,False,False
S003C003P017R002A027.skeleton.npy,27,17,3,63,1,False,False
S003C003P017R002A039.skeleton.npy,39,17,3,73,1,False,False
S003C003P017R002A028.skeleton.npy,28,17,3,114,1,False,False
S003C003P017R002A016.skeleton.npy,16,17,3,134,1,True,False
S003C003P017R002A032.skeleton.npy,32,17,3,80,1,False,False
S003C003P017R002A029.skeleton.npy,29,17,3,98,1,False,False
S003C003P017R002A035.skeleton.npy,35,17,3,78,1,False,False
S003C003P017R002A033.skeleton.npy,33,17,3,48,1,False,False
S003C003P017R002A038.skeleton.npy,38,17,3,54,1,False,False
S003C003P017R002A014.skeleton.npy,14,17,3,150,1,True,False
S003C003P017R002A037.skeleton.npy,37,17,3,80,1,False,False
S003C003P017R002A043.skeleton.npy,43,17,3,61,1,False,False
S003C003P017R002A041.skeleton.npy,41,17,3,76,1,False,False
S003C003P017R002A026.skeleton.npy,26,17,3,87,1,False,False
S003C003P017R002A049.skeleton.npy,49,17,3,100,1,False,False
S003C003P017R002A036.skeleton.npy,36,17,3,76,1,False,False
S003C003P017R002A021.skeleton.npy,21,17,3,94,1,True,False
S003C003P017R002A030.skeleton.npy,30,17,3,121,1,False,False
S003C003P017R002A048.skeleton.npy,48,17,3,63,1,False,False
S003C003P017R002A042.skeleton.npy,42,17,3,100,1,False,False
S003C003P017R002A017.skeleton.npy,17,17,3,107,1,True,False
S003C003P018R001A001.skeleton.npy,1,18,3,97,1,False,False
S003C003P018R001A005.skeleton.npy,5,18,3,55,1,False,False
S003C003P018R001A004.skeleton.npy,4,18,3,147,1,False,False
S003C003P017R002A047.skeleton.npy,47,17,3,95,1,False,False
S003C003P017R002A046.skeleton.npy,46,17,3,72,1,False,False
S003C003P018R001A002.skeleton.npy,2,18,3,85,1,False,False
S003C003P017R002A045.skeleton.npy,45,17,3,70,1,False,False
S003C003P018R001A003.skeleton.npy,3,18,3,109,1,False,False
S003C003P017R002A056.skeleton.npy,56,17,3,71,2,False,True
S003C003P017R002A055.skeleton.npy,55,17,3,62,2,True,True
S003C003P017R002A051.skeleton.npy,51,17,3,55,2,False,True
S003C003P017R002A058.skeleton.npy,58,17,3,65,2,False,True
S003C003P017R002A044.skeleton.npy,44,17,3,78,1,False,False
S003C003P017R002A052.skeleton.npy,52,17,3,55,2,False,True
S003C003P018R001A006.skeleton.npy,6,18,3,79,1,False,False
S003C003P017R002A053.skeleton.npy,53,17,3,68,2,False,True
S003C003P017R002A057.skeleton.npy,57,17,3,92,2,False,True
S003C003P018R001A007.skeleton.npy,7,18,3,63,1,False,False
S003C003P017R002A050.skeleton.npy,50,17,3,65,2,False,True
S003C003P018R001A013.skeleton.npy,13,18,3,60,1,False,False
S003C003P018R001A010.skeleton.npy,10,18,3,52,1,False,False
S003C003P017R002A059.skeleton.npy,59,17,3,71,2,False,True
S003C003P017R002A054.skeleton.npy,54,17,3,52,2,False,True
S003C003P018R001A008.skeleton.npy,8,18,3,97,1,False,False
S003C003P018R001A024.skeleton.npy,24,18,3,57,1,False,False
S003C003P018R001A023.skeleton.npy,23,18,3,65,1,False,False
S003C003P018R001A009.skeleton.npy,9,18,3,65,1,False,False
S003C003P018R001A012.skeleton.npy,12,18,3,109,1,False,False
S003C003P018R001A018.skeleton.npy,18,18,3,104,1,False,False
S003C003P017R002A060.skeleton.npy,60,17,3,69,2,True,True
S003C003P018R001A019.skeleton.npy,19,18,3,67,1,False,False
S003C003P018R001A025.skeleton.npy,25,18,3,157,1,False,False
S003C003P018R001A011.skeleton.npy,11,18,3,94,1,False,False
S003C003P018R001A022.skeleton.npy,22,18,3,74,1,False,False
S003C003P018R001A027.skeleton.npy,27,18,3,64,1,False,False
S003C003P018R001A034.skeleton.npy,34,18,3,79,1,False,False
S003C003P018R001A031.skeleton.npy,31,18,3,60,1,False,False
S003C003P018R001A033.skeleton.npy,33,18,3,78,1,False,False
S003C003P018R001A020.skeleton.npy,20,18,3,89,1,True,False
S003C003P018R001A032.skeleton.npy,32,18,3,106,1,False,False
S003C003P018R001A026.skeleton.npy,26,18,3,90,1,False,False
S003C003P018R001A030.skeleton.npy,30,18,3,179,1,False,False
S003C003P018R001A037.skeleton.npy,37,18,3,102,1,False,False
S003C003P018R001A016.skeleton.npy,16,18,3,114,1,True,False
S003C003P018R001A028.skeleton.npy,28,18,3,69,1,False,False
S003C003P018R001A021.skeleton.npy,21,18,3,78,1,True,False
S003C003P018R001A036.skeleton.npy,36,18,3,83,1,False,False
S003C003P018R001A040.skeleton.npy,40,18,3,61,1,False,False
S003C003P018R001A042.skeleton.npy,42,18,3,122,1,False,False
S003C003P018R001A038.skeleton.npy,38,18,3,65,1,False,False
S003C003P018R001A044.skeleton.npy,44,18,3,75,1,False,False
S003C003P018R001A035.skeleton.npy,35,18,3,70,1,False,False
S003C003P018R001A017.skeleton.npy,17,18,3,124,1,True,False
S003C003P018R001A029.skeleton.npy,29,18,3,169,1,False,False
S003C003P018R001A015.skeleton.npy,15,18,3,141,1,True,False
S003C003P018R001A045.skeleton.npy,45,18,3,75,1,False,False
S003C003P018R001A046.skeleton.npy,46,18,3,69,1,False,False
S003C003P018R001A048.skeleton.npy,48,18,3,71,1,False,False
S003C003P018R001A047.skeleton.npy,47,18,3,80,1,False,False
S003C003P018R001A014.skeleton.npy,14,18,3,229,1,False,False
S003C003P018R001A043.skeleton.npy,43,18,3,68,1,False,False
S003C003P018R001A041.skeleton.npy,41,18,3,70,1,False,False
S003C003P018R001A049.skeleton.npy,49,18,3,87,1,False,False
S003C003P018R002A008.skeleton.npy,8,18,3,65,1,False,False
S003C003P018R002A009.skeleton.npy,9,18,3,63,1,False,False
S003C003P018R002A001.skeleton.npy,1,18,3,77,1,False,False
S003C003P018R002A006.skeleton.npy,6,18,3,78,1,False,False
S003C003P018R002A010.skeleton.npy,10,18,3,56,1,False,False
S003C003P018R002A003.skeleton.npy,3,18,3,102,1,False,False
S003C003P018R002A005.skeleton.npy,5,18,3,57,1,False,False
S003C003P018R001A039.skeleton.npy,39,18,3,72,1,False,False
S003C003P018R002A012.skeleton.npy,12,18,3,93,1,False,False
S003C003P018R002A007.skeleton.npy,7,18,3,61,1,False,False
S003C003P018R001A053.skeleton.npy,53,18,3,67,2,False,True
S003C003P018R001A055.skeleton.npy,55,18,3,91,1,True,True
S003C003P018R002A004.skeleton.npy,4,18,3,130,1,False,False
S003C003P018R002A002.skeleton.npy,2,18,3,76,1,False,False
S003C003P018R001A052.skeleton.npy,52,18,3,69,2,False,True
S003C003P018R001A054.skeleton.npy,54,18,3,63,2,False,True
S003C003P018R002A013.skeleton.npy,13,18,3,76,1,False,False
S003C003P018R002A011.skeleton.npy,11,18,3,102,1,False,False
S003C003P018R001A050.skeleton.npy,50,18,3,54,2,False,True
S003C003P018R001A056.skeleton.npy,56,18,3,74,2,False,True
S003C003P018R001A058.skeleton.npy,58,18,3,78,2,False,True
S003C003P018R002A018.skeleton.npy,18,18,3,83,1,False,False
S003C003P018R001A060.skeleton.npy,60,18,3,87,2,False,True
S003C003P018R002A020.skeleton.npy,20,18,3,95,1,False,False
S003C003P018R002A014.skeleton.npy,14,18,3,164,1,False,False
S003C003P018R001A051.skeleton.npy,51,18,3,58,2,False,True
S003C003P018R001A059.skeleton.npy,59,18,3,96,2,True,True
S003C003P018R002A019.skeleton.npy,19,18,3,73,1,False,False
S003C003P018R002A033.skeleton.npy,33,18,3,71,1,False,False
S003C003P018R002A023.skeleton.npy,23,18,3,66,1,False,False
S003C003P018R001A057.skeleton.npy,57,18,3,85,2,False,True
S003C003P018R002A022.skeleton.npy,22,18,3,66,1,False,False
S003C003P018R002A031.skeleton.npy,31,18,3,59,1,False,False
S003C003P018R002A027.skeleton.npy,27,18,3,60,1,False,False
S003C003P018R002A015.skeleton.npy,15,18,3,163,1,True,False
S003C003P018R002A039.skeleton.npy,39,18,3,61,1,False,False
S003C003P018R002A036.skeleton.npy,36,18,3,80,1,False,False
S003C003P018R002A030.skeleton.npy,30,18,3,116,1,False,False
S003C003P018R002A026.skeleton.npy,26,18,3,97,1,False,False
S003C003P018R002A034.skeleton.npy,34,18,3,84,1,False,False
S003C003P018R002A032.skeleton.npy,32,18,3,98,1,False,False
S003C003P018R002A025.skeleton.npy,25,18,3,173,1,False,False
S003C003P018R002A035.skeleton.npy,35,18,3,63,1,False,False
S003C003P018R002A037.skeleton.npy,37,18,3,88,1,False,False
S003C003P018R002A029.skeleton.npy,29,18,3,131,1,False,False
S003C003P018R002A038.skeleton.npy,38,18,3,60,1,False,False
S003C003P018R002A040.skeleton.npy,40,18,3,56,1,False,False
S003C003P018R002A045.skeleton.npy,45,18,3,57,1,False,False
S003C003P018R002A044.skeleton.npy,44,18,3,77,1,False,False
S003C003P018R002A047.skeleton.npy,47,18,3,60,1,False,False
S003C003P018R002A049.skeleton.npy,49,18,3,94,1,False,False
S003C003P018R002A043.skeleton.npy,43,18,3,71,1,False,False
S003C003P018R002A041.skeleton.npy,41,18,3,71,1,False,False
S003C003P018R002A046.skeleton.npy,46,18,3,76,1,False,False
S003C003P018R002A021.skeleton.npy,21,18,3,68,1,True,False
S003C003P019R001A001.skeleton.npy,1,19,3,63,1,False,False
S003C003P018R002A017.skeleton.npy,17,18,3,110,1,True,False
S003C003P018R002A016.skeleton.npy,16,18,3,135,1,True,False
S003C003P018R002A042.skeleton.npy,42,18,3,80,1,False,False
S003C003P018R002A028.skeleton.npy,28,18,3,113,1,False,False
S003C003P019R001A002.skeleton.npy,2,19,3,62,1,False,False
S003C003P019R001A003.skeleton.npy,3,19,3,76,1,False,False
S003C003P019R001A008.skeleton.npy,8,19,3,98,1,False,False
S003C003P018R002A054.skeleton.npy,54,18,3,53,2,False,True
S003C003P019R001A004.skeleton.npy,4,19,3,114,1,False,False
S003C003P019R001A007.skeleton.npy,7,19,3,67,1,False,False
S003C003P018R002A024.skeleton.npy,24,18,3,0,0,False,False
S003C003P018R002A048.skeleton.npy,48,18,3,72,1,False,False
S003C003P018R002A055.skeleton.npy,55,18,3,62,2,False,True
S003C003P019R001A005.skeleton.npy,5,19,3,57,1,False,False
S003C003P019R001A009.skeleton.npy,9,19,3,78,1,False,False
S003C003P018R002A052.skeleton.npy,52,18,3,63,2,False,True
S003C003P019R001A010.skeleton.npy,10,19,3,72,1,False,False
S003C003P019R001A013.skeleton.npy,13,19,3,90,1,False,False
S003C003P019R001A011.skeleton.npy,11,19,3,149,1,False,False
S003C003P018R002A059.skeleton.npy,59,18,3,88,2,False,True
S003C003P018R002A058.skeleton.npy,58,18,3,70,2,False,True
S003C003P019R001A012.skeleton.npy,12,19,3,172,1,False,False
S003C003P019R001A015.skeleton.npy,15,19,3,154,1,False,False
S003C003P018R002A060.skeleton.npy,60,18,3,83,2,False,True
S003C003P018R002A057.skeleton.npy,57,18,3,76,2,False,True
S003C003P018R002A050.skeleton.npy,50,18,3,68,2,False,True
S003C003P018R002A056.skeleton.npy,56,18,3,70,2,False,True
S003C003P018R002A053.skeleton.npy,53,18,3,68,2,False,True
S003C003P018R002A051.skeleton.npy,51,18,3,63,2,False,True
S003C003P019R001A006.skeleton.npy,6,19,3,76,1,True,False
S003C003P019R001A018.skeleton.npy,18,19,3,89,1,False,False
S003C003P019R001A022.skeleton.npy,22,19,3,62,1,False,False
S003C003P019R001A025.skeleton.npy,25,19,3,122,1,False,False
S003C003P019R001A032.skeleton.npy,32,19,3,87,1,False,False
S003C003P019R001A024.skeleton.npy,24,19,3,71,1,False,False
S003C003P019R001A023.skeleton.npy,23,19,3,73,1,False,False
S003C003P019R001A017.skeleton.npy,17,19,3,141,1,False,False
S003C003P019R001A019.skeleton.npy,19,19,3,74,1,False,False
S003C003P019R001A030.skeleton.npy,30,19,3,131,1,False,False
S003C003P019R001A026.skeleton.npy,26,19,3,87,1,False,False
S003C003P019R001A035.skeleton.npy,35,19,3,56,1,False,False
S003C003P019R001A031.skeleton.npy,31,19,3,54,1,False,False
S003C003P019R001A029.skeleton.npy,29,19,3,127,1,False,False
S003C003P019R001A028.skeleton.npy,28,19,3,107,1,False,False
S003C003P019R001A033.skeleton.npy,33,19,3,75,1,False,False
S003C003P019R001A027.skeleton.npy,27,19,3,69,1,False,False
S003C003P019R001A034.skeleton.npy,34,19,3,73,1,False,False
S003C003P019R001A037.skeleton.npy,37,19,3,104,1,False,False
S003C003P019R001A038.skeleton.npy,38,19,3,49,1,False,False
S003C003P019R001A014.skeleton.npy,14,19,3,227,1,True,False
S003C003P019R001A036.skeleton.npy,36,19,3,65,1,False,False
S003C003P019R001A016.skeleton.npy,16,19,3,128,1,False,False
S003C003P019R001A043.skeleton.npy,43,19,3,66,1,False,False
S003C003P019R001A040.skeleton.npy,40,19,3,52,1,False,False
S003C003P019R001A021.skeleton.npy,21,19,3,81,1,True,False
S003C003P019R001A042.skeleton.npy,42,19,3,82,1,False,False
S003C003P019R001A039.skeleton.npy,39,19,3,56,1,False,False
S003C003P019R001A020.skeleton.npy,20,19,3,99,1,True,False
S003C003P019R001A045.skeleton.npy,45,19,3,63,1,False,False
S003C003P019R001A048.skeleton.npy,48,19,3,76,1,False,False
S003C003P019R001A041.skeleton.npy,41,19,3,51,1,False,False
S003C003P019R001A046.skeleton.npy,46,19,3,68,1,False,False
S003C003P019R001A049.skeleton.npy,49,19,3,68,1,False,False
S003C003P019R002A005.skeleton.npy,5,19,3,58,1,False,False
S003C003P019R002A002.skeleton.npy,2,19,3,95,1,False,False
S003C003P019R001A044.skeleton.npy,44,19,3,68,1,False,False
S003C003P019R002A006.skeleton.npy,6,19,3,77,1,False,False
S003C003P019R002A003.skeleton.npy,3,19,3,63,1,False,False
S003C003P019R001A047.skeleton.npy,47,19,3,68,1,False,False
S003C003P019R001A055.skeleton.npy,55,19,3,34,2,True,True
